id,prediction
44772,1.0
271581,1.0
52673,0.0
29323,0.0
135343,1.0
303490,1.0
36004,0.0
100835,1.0
213560,1.0
104766,1.0
166908,1.0
35364,0.0
178954,1.0
309655,0.0
249967,0.0
229271,1.0
90052,0.0
227149,1.0
91172,1.0
193676,0.0
211494,1.0
78964,0.0
51323,0.0
265614,1.0
25535,1.0
176912,1.0
8292,1.0
211288,1.0
18172,1.0
22101,1.0
212127,0.0
191378,1.0
129618,0.0
5229,0.0
81890,1.0
2705,1.0
96825,1.0
90450,1.0
213537,0.0
197161,0.0
123933,1.0
145864,0.0
108215,1.0
180633,1.0
110910,0.0
122981,1.0
13124,0.0
251455,0.0
42972,1.0
144499,1.0
261082,1.0
52836,1.0
186487,1.0
264468,0.0
230998,1.0
249551,1.0
240913,1.0
275687,1.0
170029,0.0
246153,1.0
234726,1.0
139727,1.0
303456,0.0
198922,0.0
137634,0.0
47479,0.0
262514,1.0
219483,1.0
127513,1.0
95351,0.0
213450,1.0
278190,0.0
38286,1.0
296662,0.0
114063,1.0
161990,0.0
202309,0.0
121588,1.0
77309,0.0
264187,1.0
30610,1.0
105663,1.0
232132,1.0
245957,1.0
287714,0.0
231591,0.0
264117,1.0
243770,1.0
291233,1.0
145111,0.0
208587,1.0
76628,0.0
35104,0.0
249143,1.0
32041,0.0
213126,1.0
147730,0.0
233575,1.0
195119,1.0
43739,1.0
79737,1.0
85257,1.0
76125,0.0
200667,1.0
39744,1.0
167161,0.0
6198,0.0
253148,0.0
196300,1.0
201954,0.0
47030,0.0
114555,1.0
189586,1.0
261986,1.0
243207,0.0
1928,1.0
113502,1.0
199589,1.0
293735,0.0
201470,1.0
237451,0.0
59555,1.0
160189,1.0
299417,1.0
99356,1.0
263798,0.0
16181,0.0
148517,0.0
91739,1.0
167822,1.0
208744,0.0
17680,1.0
198360,1.0
239221,1.0
229447,0.0
289045,0.0
3044,0.0
134664,1.0
229568,1.0
101184,1.0
77846,0.0
297530,0.0
190299,1.0
171770,1.0
216839,1.0
14399,0.0
286344,0.0
267518,1.0
297079,1.0
229988,1.0
64007,1.0
276950,0.0
32001,0.0
150855,1.0
298414,1.0
125043,0.0
63733,1.0
34745,1.0
261420,1.0
13518,0.0
245369,1.0
107263,0.0
124426,1.0
76475,0.0
254203,1.0
219738,0.0
21499,0.0
296437,0.0
242437,1.0
243628,1.0
283091,0.0
54728,1.0
53343,0.0
189088,0.0
114596,1.0
83627,0.0
237448,0.0
35189,1.0
237848,0.0
199216,1.0
122649,1.0
267211,0.0
139621,1.0
202075,0.0
104283,0.0
278420,0.0
111784,1.0
234408,0.0
213166,1.0
135692,1.0
193069,0.0
152122,0.0
208759,0.0
80046,1.0
145057,0.0
90420,1.0
94282,0.0
121798,0.0
131021,1.0
171125,1.0
120613,1.0
286403,1.0
78932,1.0
254415,0.0
139994,0.0
134935,1.0
154852,0.0
262901,1.0
278236,1.0
211066,1.0
276741,0.0
136786,1.0
194585,0.0
221923,0.0
221212,0.0
274200,0.0
304030,1.0
69667,1.0
301785,1.0
141782,0.0
116827,1.0
142716,0.0
189951,0.0
65264,1.0
219153,0.0
4851,1.0
287849,0.0
160469,1.0
15269,1.0
167754,1.0
122779,1.0
236679,1.0
38080,1.0
156087,0.0
112762,0.0
147977,0.0
195886,0.0
267762,0.0
145648,1.0
164005,0.0
92727,1.0
197398,1.0
246542,0.0
56790,1.0
211776,0.0
144912,0.0
22052,0.0
202029,0.0
164460,0.0
3707,1.0
88536,1.0
190481,1.0
146212,1.0
7427,0.0
260362,0.0
258188,1.0
150090,0.0
92219,1.0
161106,1.0
265222,0.0
137157,1.0
274951,1.0
249398,0.0
214916,1.0
301483,0.0
195159,1.0
78535,1.0
164082,1.0
61462,0.0
203886,1.0
9271,1.0
66851,1.0
125825,1.0
262098,1.0
256013,0.0
97275,1.0
156529,1.0
42546,1.0
281240,1.0
104159,1.0
279312,0.0
254575,0.0
59784,1.0
106103,0.0
216809,0.0
213188,1.0
122103,1.0
70811,1.0
154454,1.0
143113,1.0
77956,1.0
52701,1.0
32106,0.0
242641,0.0
106331,1.0
44191,1.0
253611,0.0
196970,0.0
290697,1.0
23889,0.0
119745,1.0
266949,1.0
76505,1.0
148787,1.0
13970,0.0
228588,0.0
303637,0.0
178782,1.0
276355,0.0
83679,1.0
300290,0.0
221865,1.0
17967,1.0
240484,0.0
82898,1.0
96589,1.0
214680,0.0
156336,1.0
165124,0.0
32558,0.0
270433,1.0
200077,1.0
144259,0.0
24255,1.0
95113,1.0
272523,1.0
52231,0.0
169867,0.0
210867,1.0
249441,0.0
287522,0.0
64791,1.0
180492,1.0
107936,0.0
292169,1.0
299090,0.0
172057,0.0
66444,0.0
248940,1.0
190539,1.0
43884,0.0
179076,0.0
79363,1.0
164440,0.0
144573,0.0
26128,1.0
43326,0.0
307610,1.0
216817,1.0
252282,1.0
269784,1.0
129964,1.0
82336,1.0
295980,1.0
198234,1.0
100146,0.0
75657,1.0
287459,0.0
178170,1.0
51431,0.0
269155,0.0
121424,1.0
226264,0.0
291711,1.0
2313,1.0
136713,1.0
165386,0.0
204582,1.0
47703,0.0
7835,0.0
112952,0.0
13405,1.0
68791,1.0
92489,0.0
190118,0.0
91233,0.0
164778,1.0
66500,1.0
584,0.0
104402,1.0
80636,1.0
41126,1.0
153937,1.0
258529,1.0
80958,1.0
3265,0.0
206251,1.0
149462,1.0
26452,1.0
162176,1.0
122520,0.0
128274,0.0
23402,1.0
244611,1.0
158571,1.0
51332,1.0
72676,1.0
31371,1.0
12365,1.0
38653,0.0
243650,0.0
129321,1.0
92233,1.0
213812,0.0
255684,0.0
59971,1.0
83233,0.0
199489,1.0
1257,0.0
287,1.0
275617,1.0
265839,0.0
302599,0.0
99489,1.0
223517,1.0
252795,1.0
3574,1.0
137236,0.0
84052,0.0
231889,1.0
230922,0.0
220159,1.0
6165,1.0
169015,0.0
200701,0.0
42377,0.0
293744,1.0
28946,0.0
300304,0.0
223039,1.0
237560,1.0
70080,1.0
34644,1.0
193110,0.0
96773,1.0
94151,1.0
94385,1.0
285034,0.0
152088,1.0
89542,0.0
76794,1.0
226606,1.0
77203,0.0
72762,1.0
215839,0.0
218791,0.0
297695,1.0
192650,1.0
301790,1.0
66206,1.0
98472,0.0
28150,1.0
240290,0.0
95581,0.0
104258,1.0
254259,0.0
62780,1.0
289688,1.0
10327,0.0
4377,0.0
166116,1.0
168767,1.0
154783,0.0
149122,0.0
140792,1.0
112429,1.0
273792,1.0
117059,1.0
229513,1.0
97333,1.0
128812,0.0
254973,0.0
221082,0.0
178975,1.0
67170,0.0
19110,0.0
123674,0.0
8561,1.0
213184,0.0
158319,0.0
134676,1.0
282577,0.0
16240,0.0
238114,1.0
275898,0.0
19157,1.0
40954,1.0
104688,1.0
11771,1.0
204180,0.0
159769,0.0
307156,0.0
203301,0.0
293217,1.0
61656,0.0
206721,0.0
85636,1.0
145494,1.0
208083,0.0
131316,0.0
12590,1.0
116775,1.0
236250,0.0
176762,1.0
294812,1.0
12258,0.0
306279,1.0
212094,1.0
48664,0.0
86380,1.0
243900,0.0
225624,0.0
227032,0.0
243987,0.0
246157,1.0
219065,1.0
277332,1.0
108280,0.0
89976,0.0
288964,0.0
18156,0.0
251623,1.0
173291,1.0
5994,1.0
65625,0.0
218497,1.0
293717,0.0
163892,1.0
283353,0.0
28322,1.0
277943,1.0
168161,0.0
50079,1.0
197998,0.0
221995,0.0
235486,0.0
4884,0.0
208651,1.0
179441,1.0
294634,0.0
267195,0.0
116520,0.0
267247,0.0
155053,0.0
76836,0.0
105413,1.0
107574,0.0
236052,1.0
33167,0.0
172553,1.0
119694,0.0
242904,1.0
229256,1.0
179607,1.0
73034,0.0
81799,1.0
141953,1.0
79347,0.0
26431,1.0
93704,1.0
274873,1.0
229004,0.0
237656,1.0
31284,1.0
262578,0.0
274115,1.0
127194,0.0
23495,0.0
205005,1.0
203423,0.0
98019,1.0
174808,0.0
199100,1.0
287757,0.0
249799,0.0
245794,1.0
199747,0.0
22676,0.0
173832,1.0
203728,1.0
222129,1.0
144850,1.0
185756,1.0
30034,0.0
196183,1.0
280146,1.0
107415,0.0
41545,1.0
83693,0.0
121031,1.0
158233,0.0
137071,1.0
46029,1.0
93646,0.0
935,1.0
123070,1.0
147496,1.0
243449,1.0
108619,1.0
284092,0.0
148419,1.0
260683,1.0
298342,0.0
148121,0.0
50636,1.0
230525,1.0
278277,0.0
36453,0.0
166576,1.0
35591,1.0
114032,0.0
184821,1.0
59853,1.0
163819,1.0
93332,1.0
257246,0.0
124333,1.0
126135,0.0
114115,0.0
238660,0.0
228937,1.0
180561,1.0
34030,1.0
4046,0.0
175189,1.0
27743,0.0
270976,0.0
285939,0.0
71971,1.0
183745,1.0
153017,1.0
245929,1.0
187439,1.0
6006,1.0
159640,0.0
173572,1.0
94509,0.0
252293,0.0
29351,0.0
128444,1.0
219784,1.0
74747,0.0
86293,0.0
201642,0.0
251200,0.0
279387,1.0
36773,1.0
35142,1.0
57896,0.0
19801,1.0
6019,1.0
236913,0.0
293549,0.0
254540,0.0
118447,0.0
265413,1.0
231982,1.0
143886,1.0
137289,1.0
89806,1.0
141283,1.0
264520,1.0
246671,1.0
158789,0.0
272191,0.0
89293,0.0
1990,1.0
165854,0.0
117379,1.0
57901,0.0
50116,1.0
202068,0.0
273622,1.0
175077,0.0
31690,0.0
87264,0.0
27610,0.0
10670,0.0
110913,0.0
261370,1.0
89860,1.0
64420,0.0
230601,1.0
286593,0.0
22528,0.0
103643,0.0
173958,1.0
56225,1.0
9672,0.0
111689,1.0
108096,1.0
4184,1.0
25676,1.0
173148,1.0
139821,1.0
41858,0.0
220195,0.0
173994,1.0
68653,1.0
217169,1.0
208263,0.0
232746,0.0
153562,0.0
138904,1.0
3803,1.0
209624,1.0
303689,1.0
274997,1.0
2074,0.0
99509,0.0
136108,1.0
99626,0.0
284319,1.0
263438,1.0
274116,0.0
190654,0.0
1437,0.0
180755,0.0
118719,1.0
283364,1.0
246255,1.0
64508,1.0
37595,0.0
274892,1.0
254585,0.0
151875,1.0
284184,1.0
40247,1.0
143749,0.0
275748,1.0
5604,1.0
38314,1.0
184919,0.0
199548,0.0
253080,0.0
298341,1.0
85498,0.0
281697,1.0
24548,0.0
137878,0.0
271200,1.0
189114,1.0
197070,1.0
122093,0.0
84091,1.0
305584,0.0
48611,1.0
287561,1.0
224401,0.0
30704,1.0
69784,0.0
191325,1.0
99848,0.0
303434,1.0
132504,1.0
57051,0.0
297803,1.0
26818,1.0
51887,1.0
282001,1.0
213174,0.0
203028,1.0
89674,0.0
187412,1.0
150161,1.0
183181,0.0
231646,0.0
86729,1.0
9277,0.0
109211,1.0
42779,1.0
105389,0.0
306792,1.0
196367,0.0
288009,0.0
87458,0.0
61622,0.0
217056,0.0
6347,1.0
241267,1.0
273329,1.0
165663,1.0
95272,0.0
287280,1.0
187224,1.0
79045,0.0
234521,0.0
191783,0.0
6529,0.0
178754,1.0
66287,1.0
265332,1.0
245381,0.0
208815,0.0
259350,1.0
219881,0.0
123953,1.0
6307,1.0
156688,1.0
243481,0.0
127232,0.0
166481,0.0
41737,0.0
256619,0.0
246452,0.0
137228,0.0
202613,1.0
22276,0.0
200277,0.0
122626,1.0
14318,1.0
139334,1.0
34210,0.0
224824,1.0
80859,1.0
211531,1.0
306333,0.0
227661,1.0
133227,0.0
226368,0.0
17799,1.0
137044,0.0
110088,1.0
61983,1.0
113267,1.0
219715,0.0
271213,1.0
230576,0.0
87765,0.0
152413,1.0
10791,1.0
235633,1.0
226000,1.0
195676,1.0
280985,0.0
181014,0.0
240724,0.0
172078,1.0
73211,1.0
121007,1.0
33008,0.0
62412,1.0
164630,1.0
288910,1.0
52347,0.0
249484,1.0
246146,0.0
158063,1.0
56733,1.0
257317,0.0
197661,1.0
131803,1.0
225026,1.0
297940,1.0
141679,1.0
159465,1.0
102617,1.0
54757,1.0
78796,1.0
91804,1.0
293769,1.0
210010,0.0
138344,1.0
148129,1.0
42816,1.0
134776,0.0
252836,1.0
271542,0.0
69167,1.0
192441,0.0
114346,1.0
87368,0.0
292307,1.0
267704,1.0
279692,1.0
109836,1.0
224291,1.0
57965,1.0
78710,1.0
294268,0.0
67718,1.0
292088,1.0
239570,1.0
284485,0.0
304524,1.0
266262,1.0
23101,0.0
2188,1.0
41353,1.0
119937,0.0
291226,0.0
94795,0.0
60944,0.0
59135,0.0
104193,1.0
63883,0.0
39527,1.0
119691,0.0
53598,1.0
254956,0.0
223679,1.0
237119,0.0
296017,1.0
153788,1.0
85277,1.0
140402,1.0
171590,1.0
71405,1.0
133007,1.0
178993,1.0
1495,1.0
143632,0.0
171032,1.0
59961,1.0
296805,1.0
105452,1.0
44692,0.0
302406,1.0
112534,1.0
95606,0.0
52073,0.0
190274,1.0
82597,0.0
167784,0.0
234414,1.0
211205,1.0
103510,1.0
43595,0.0
8229,0.0
108897,0.0
94450,1.0
145364,1.0
92901,1.0
221298,0.0
153653,0.0
101939,1.0
234320,0.0
284078,0.0
73608,0.0
262960,1.0
297678,1.0
193481,1.0
185260,0.0
251468,1.0
109316,1.0
91209,1.0
180743,1.0
180542,1.0
244089,1.0
279419,1.0
223481,0.0
307294,1.0
187816,0.0
152150,0.0
151795,1.0
88702,0.0
101711,1.0
30807,1.0
83187,1.0
103734,0.0
296037,0.0
149629,1.0
301608,1.0
137670,1.0
29298,1.0
230892,0.0
235263,1.0
85796,1.0
71798,1.0
246956,0.0
139518,1.0
3361,0.0
91472,0.0
185101,0.0
183141,1.0
228126,0.0
132022,0.0
172476,1.0
78382,1.0
309444,1.0
52782,1.0
28666,0.0
81732,0.0
228089,1.0
207792,1.0
68817,0.0
303331,0.0
59916,0.0
140117,0.0
78922,1.0
137392,1.0
248132,1.0
217563,0.0
53656,0.0
2174,1.0
296341,1.0
219773,1.0
57761,1.0
125067,1.0
78764,1.0
289473,1.0
133700,0.0
305980,0.0
41911,1.0
282784,0.0
287265,1.0
141871,1.0
179496,0.0
217075,1.0
106951,0.0
198796,0.0
201704,1.0
280578,1.0
147057,1.0
73926,0.0
131806,1.0
297373,1.0
296520,1.0
122640,0.0
187839,1.0
82097,0.0
274968,1.0
198125,1.0
114421,1.0
104324,1.0
302788,0.0
305322,1.0
150686,0.0
77824,1.0
197679,1.0
41195,1.0
285413,1.0
276922,0.0
148032,1.0
164767,1.0
278253,1.0
176424,0.0
59550,0.0
9910,1.0
189459,0.0
90765,0.0
58867,1.0
106847,1.0
74207,0.0
105865,0.0
278406,1.0
79483,0.0
171033,1.0
54894,1.0
23884,1.0
80372,1.0
174411,1.0
118058,0.0
185922,0.0
171081,0.0
169074,0.0
140504,1.0
61686,1.0
295,1.0
248228,1.0
198663,1.0
56726,0.0
262662,1.0
83001,0.0
174900,0.0
297398,1.0
271286,1.0
50905,0.0
223725,0.0
116086,1.0
273757,1.0
252730,0.0
2202,1.0
80721,1.0
14031,0.0
43265,1.0
124440,1.0
262624,0.0
260258,1.0
157671,1.0
197268,1.0
194132,0.0
82855,0.0
78132,1.0
130485,0.0
51438,1.0
152030,1.0
287525,1.0
113404,0.0
61869,1.0
59628,0.0
245576,0.0
31761,1.0
151387,1.0
6417,0.0
155947,1.0
37452,1.0
270809,1.0
44960,0.0
156626,1.0
118835,0.0
81064,1.0
272909,1.0
234883,0.0
269006,1.0
117702,0.0
96827,0.0
14511,0.0
25562,1.0
164556,1.0
271936,0.0
41361,0.0
138070,1.0
218945,1.0
166769,1.0
264157,1.0
218888,1.0
134362,0.0
122757,1.0
43380,1.0
264670,0.0
244059,0.0
68328,1.0
305399,0.0
156207,1.0
186039,0.0
22891,0.0
249063,1.0
225283,1.0
115238,0.0
112428,0.0
203890,1.0
55818,1.0
24120,1.0
251906,1.0
185898,0.0
107314,1.0
157319,1.0
188236,1.0
262495,1.0
301507,0.0
167877,1.0
81651,0.0
300678,0.0
190286,0.0
167460,1.0
212080,0.0
170871,1.0
276638,0.0
102698,1.0
289272,1.0
145471,1.0
47049,1.0
129050,0.0
25569,0.0
136838,0.0
1463,1.0
70974,1.0
250801,0.0
89037,0.0
142787,0.0
3448,0.0
40020,0.0
171917,0.0
165314,1.0
116661,1.0
217171,0.0
193862,1.0
165255,0.0
221717,1.0
151419,1.0
144270,1.0
271225,1.0
151496,0.0
273923,1.0
212215,0.0
164084,0.0
221992,1.0
215561,0.0
177100,0.0
223106,0.0
197734,1.0
194635,1.0
266948,1.0
167787,0.0
204503,1.0
45592,0.0
298036,1.0
62671,0.0
49868,1.0
78715,1.0
212186,1.0
303067,1.0
57692,1.0
116670,1.0
233452,1.0
36117,1.0
131506,1.0
233257,0.0
251447,0.0
179153,1.0
247676,0.0
53126,1.0
76488,1.0
255761,0.0
53971,0.0
162138,0.0
174551,0.0
256263,1.0
95837,1.0
134718,0.0
140045,1.0
61149,1.0
147795,0.0
60246,0.0
83025,0.0
131306,1.0
104121,0.0
33304,0.0
299390,0.0
166998,1.0
96528,1.0
287549,1.0
94721,0.0
131370,1.0
41601,0.0
123434,1.0
50819,0.0
6364,0.0
91838,0.0
290038,1.0
154778,1.0
255577,0.0
168555,1.0
279136,1.0
26382,1.0
232986,0.0
283597,1.0
21140,1.0
188165,0.0
33769,1.0
173373,1.0
231542,0.0
290525,1.0
187450,0.0
67122,1.0
103858,0.0
40126,1.0
176811,1.0
90175,1.0
281579,0.0
285735,0.0
37130,0.0
274017,0.0
49679,0.0
182386,1.0
106036,0.0
44017,1.0
152132,0.0
308037,1.0
19898,0.0
137761,0.0
289766,1.0
131576,1.0
91893,1.0
216028,1.0
66809,0.0
200630,1.0
293872,1.0
194193,1.0
201612,0.0
101316,1.0
134943,1.0
266799,0.0
210708,0.0
26533,1.0
167818,1.0
87586,0.0
108821,1.0
226251,1.0
170048,0.0
19857,0.0
42992,1.0
10942,0.0
192556,1.0
60062,0.0
93850,0.0
197572,0.0
266639,1.0
113764,1.0
226465,0.0
249917,0.0
236600,0.0
249856,1.0
191515,1.0
157861,0.0
108338,1.0
292589,1.0
280216,1.0
225888,0.0
153862,1.0
141729,0.0
91754,0.0
368,0.0
294512,0.0
250224,1.0
124103,0.0
109604,0.0
119480,1.0
124390,1.0
236568,0.0
246882,1.0
176956,0.0
272322,1.0
282104,1.0
86788,1.0
172633,1.0
269835,0.0
6303,0.0
138281,1.0
51835,1.0
104953,0.0
81796,1.0
81283,1.0
